dt_record	Number_of_CH	Image_Size	MAX_Image_Intensity	ImageMeanValue	TimeExp	SunArea	SunMeanIntensity	SunMinIntensity	SunMaxIntensity	SunVarIntensity	SunArea_rel	SunArea_km	Part_of_Mean_Inten	CH_Intensity_threshold	Size_Of_Region	Latitude_Size_Of_Region	RegionShiftX	RegionShiftY	Total_Nubmers_of_CH	Threshold_for_CH_Area_Rate	Threshold_for_CH_Area	CarLon	CHArea	CHMeanIntensity	CHMinIntensity	CHMaxIntensity	CHVarIntensity	LocationMaxHistCH	CHPerimeter	CHCentroidLat	CHCentroidLon	Min_Lat	Max_Lat	Min_Lon	Max_Lon	Inclination	CorrectAlongLat	CorrectAlongLon	RightSideCHMaxInt	LeftSideCHMaxInt	AboveCHMaxInt	BelowCHMaxInt	RightSideCHMeanInt	LeftSideCHMeanInt	AboveCHMeanInt	BelowCHMeanInt	Numbers_of_CH	Total_Area_CH	Relative_CH_Area	Total_CorrectSphereArea_CH	Relative_CH_CorrectSphereArea	fitsname
2014-06-17T10:00:06	1	1024	14619	285,28	2	486888	35,09	4	255	1183,74			0,25	8	85	85	0	0	96	0,4	1948	139	1988	7,4	5	16	0,81	7	377,06	8	12	6	11	3	20	-10	1,02	1	72	36	36	31	15	13	18	22	2	7747	1,59	10075	1,04	
2014-06-17T11:00:06	2	1024	8761	284,22	2	486912	35,11	4	255	1143,5			0,25	8	85	85	0	0	96	0,4	1948	138	1963	7,48	6	24	1,08	8	424,42	8	12	5	11	4	20	3	1,03	1,02	54	35	32	33	16	12	17	22	3	9363	1,92	16857	1,74	
2014-06-17T12:00:06	2	1024	15928	282,7	2	486992	34,85	4	255	1100,35			0,25	8	85	85	0	0	100	0,4	1948	138	2339	7	4	18	1,32	8	573,41	-54	34	-62	-44	25	62	-3	1,5	1,83	108	23	30	63	42	11	16	19	3	10379	2,13	16356	1,68	
2014-06-17T13:00:06	0	1024	15598	282,9	2	487032	34,86	4	255	1110,04			0,25	8	85	85	0	0	94	0,4	1948	137	4761	6,84	4	20	1,52	7	720,22	-57	4	-69	-48	-17	18	18	1,09	1,5	24	106	35	32	12	16	18	14	1	4761	0,98	7801	0,8	
2014-06-17T14:00:06	1	1024	11832	283,36	2	487088	34,96	4	255	1120,83			0,25	8	85	85	0	0	99	0,4	1948	137	2143	7,07	4	14	1,38	8	496,16	-55	35	-63	-44	27	62	0	1,44	2,35	117	47	40	71	45	11	19	22	2	6301	1,29	15510	1,6	
2014-06-17T15:00:06	1	1024	9417	282,17	2	487120	34,85	4	255	1101,37			0,25	8	85	85	0	0	86	0,4	1948	136	1957	7,05	4	10	1,03	8	510,44	-55	35	-63	-44	26	63	-2	1,49	2,35	121	36	45	54	45	13	19	21	2	5842	1,2	14612	1,5	
2014-06-17T16:00:06	0	1024	9911	282,38	2	487172	34,79	4	255	1099,8			0,25	8	85	85	0	0	103	0,4	1949	136	3732	6,79	4	19	1,28	6	572,93	-58	6	-68	-50	-12	22	0	1,01	1,61	27	35	23	44	12	12	14	15	1	3732	0,77	6073	0,63	
2014-06-17T17:00:06	0	1024	10531	280,67	2	487228	34,57	4	255	1081,55			0,25	8	85	85	0	0	92	0,4	1949	135	3591	6,79	4	14	1,1	6	532,3	-58	6	-67	-49	-12	20	10	1,03	1,55	21	33	25	58	13	12	14	15	1	3591	0,74	5703	0,59	
2014-06-17T18:00:07	1	1024	15727	241,57	1,71	487236	34,75	4	255	1112,98			0,25	8	85	85	0	0	92	0,4	1949	134	2095	7,76	5	24	3,17	8	455,23	-54	36	-63	-44	29	60	1	1,42	2,4	127	33	47	58	38	12	19	23	2	5538	1,14	13301	1,37	
2014-06-17T19:00:06	0	1024	11298	281,1	2	487236	34,65	3	255	1101,56			0,25	8	85	85	0	0	97	0,4	1949	134	3669	6,95	5	11	0,83	7	735,19	-57	9	-70	-47	-9	24	19	1,05	1,35	33	28	32	51	12	12	16	18	1	3669	0,75	5204	0,54	
2014-06-17T20:00:06	0	1024	12303	280,38	2	487236	34,57	3	255	1093,3			0,25	8	85	85	0	0	101	0,4	1949	133	3888	7,08	5	19	1,09	7	723,34	-57	9	-69	-46	-9	25	19	1,05	1,32	40	25	32	56	13	12	16	18	1	3888	0,8	5417	0,56	
2014-06-17T21:00:30	0	1024	10490	280,77	2	487228	34,65	3	255	1085,26			0,25	8	85	85	0	0	85	0,4	1949	133	3915	7,04	5	16	0,99	7	753,92	-56	10	-68	-46	-8	25	19	1,04	1,29	46	23	28	50	13	11	16	17	1	3915	0,8	5258	0,54	
2014-06-17T22:00:06	0	1024	9371	280,36	2	487164	34,63	3	255	1069,96			0,25	8	85	85	0	0	89	0,4	1949	132	3818	7,17	4	24	1,81	7	744,26	-57	10	-68	-46	-8	26	17	1,03	1,31	41	17	43	52	13	11	16	17	1	3818	0,78	5172	0,53	
2014-06-17T23:00:06	0	1024	16383	280,53	2	487112	34,71	3	255	1071,56			0,25	8	85	85	0	0	99	0,4	1948	132	3348	7,13	4	16	1,43	7	554,3	-58	9	-66	-50	-7	21	18	1,05	1,38	37	26	47	54	11	12	13	15	1	3348	0,69	4885	0,5	
2014-06-18T00:00:06	0	1024	12020	280,79	2	487072	34,82	3	255	1102,42			0,25	8	85	85	0	0	97	0,4	1948	131	2866	7,09	5	25	2,02	7	466,84	-58	9	-66	-51	-7	21	15	1,04	1,21	36	35	23	47	12	11	12	15	1	2866	0,59	3615	0,37	
2014-06-18T01:00:06	0	1024	15680	281,88	2	487000	34,94	3	255	1122,04			0,25	8	85	85	0	0	117	0,4	1948	131	2879	7,13	5	18	1,75	8	548,06	-58	9	-66	-52	-6	24	7	1	1,19	41	47	19	43	15	11	11	15	1	2879	0,59	3440	0,35	
2014-06-18T02:00:06	0	1024	16383	282,92	2	486928	35,17	3	255	1141,57			0,25	8	85	85	0	0	95	0,4	1948	130	2501	7,04	4	16	1,23	8	516,01	-58	10	-66	-52	-6	24	10	1,01	1,64	37	20	20	33	14	11	11	14	1	2501	0,51	4144	0,43	
2014-06-18T03:00:06	0	1024	16383	281,44	2	486888	34,87	3	255	1106,51			0,25	8	85	85	0	0	88	0,4	1948	130	2397	6,92	4	10	1,04	8	485,57	-58	10	-66	-52	-5	25	7	1	1,71	42	26	21	28	15	11	11	14	1	2397	0,49	4109	0,42	
2014-06-18T04:00:08	0	1024	8512	96,52	0,69	486872	34,84	4	255	1124,21			0,25	8	85	85	0	0	107	0,4	1947																										0	0	0	0	0	
2014-06-18T05:00:06	0	1024	13381	279,31	2	486824	34,52	3	255	1116,8			0,25	8	85	85	0	0	83	0,4	1947	128	2175	6,66	4	10	1,2	7	440,94	-58	10	-66	-51	-3	20	8	1,01	1,51	26	25	45	29	12	11	10	13	1	2175	0,45	3318	0,34	
2014-06-18T06:00:06	0	1024	12249	280,98	2	486776	34,73	3	255	1150,18			0,25	8	85	85	0	0	90	0,4	1947	128	2114	6,68	4	17	1,58	6	314,92	-57	10	-65	-50	1	20	18	1,08	1,93	36	24	25	29	12	12	10	13	1	2114	0,43	4429	0,46	
2014-06-18T07:00:07	0	1024	15745	241,2	1,71	486768	34,7	3	255	1155,1			0,25	8	85	85	0	0	94	0,4	1947	127	2168	6,64	4	17	1,61	8	345,89	-58	11	-66	-49	2	22	13	1,03	1,73	27	25	22	42	12	12	10	13	1	2168	0,45	3860	0,4	
2014-06-18T08:00:06	0	1024	16089	279,69	2	486768	34,53	3	255	1110,35			0,25	8	85	85	0	0	81	0,4	1947	127	2312	6,68	4	19	1,81	7	296,43	-58	12	-66	-49	3	22	1	1,02	1,76	27	22	24	24	12	11	10	13	1	2312	0,47	4132	0,43	
2014-06-18T09:00:06	0	1024	11966	280,45	2	486776	34,5	3	255	1095,57			0,25	8	85	85	0	0	82	0,4	1947	126	2330	6,45	4	12	1,54	5	346,72	-58	13	-67	-49	4	22	5	1,01	1,95	31	22	28	25	11	11	10	13	1	2330	0,48	4575	0,47	
2014-06-18T10:00:06	0	1024	12375	280,43	2	486824	34,52	3	255	1101,26			0,25	8	85	85	0	0	82	0,4	1947	126	2274	6,3	4	14	1,66	5	318,68	-57	13	-66	-49	3	23	0	1,03	1,9	35	20	20	23	11	11	9	12	1	2274	0,47	4442	0,46	
2014-06-18T11:00:06	0	1024	11158	281,57	2	486864	34,89	3	255	1118,94			0,25	8	85	85	0	0	69	0,4	1947	125	2244	6,55	4	14	2,06	6	288,05	-58	14	-66	-49	4	23	2	1,02	1,95	26	17	20	26	12	11	9	13	1	2244	0,46	4446	0,46	
2014-06-18T12:00:06	0	1024	10120	281,14	2	486880	34,62	3	255	1099,85			0,25	8	85	85	0	0	78	0,4	1948	125	2496	6,46	4	14	1,94	6	376,17	-58	15	-67	-48	5	29	1	1,04	1,98	32	19	20	27	15	11	9	14	1	2496	0,51	5141	0,53	
2014-06-18T13:00:06	0	1024	15319	280,38	2	486896	34,49	3	255	1103,38			0,25	8	85	85	0	0	92	0,4	1948	124	2239	6,36	4	14	1,72	6	282,78	-57	14	-67	-48	5	24	6	1,01	1,9	27	25	20	26	12	11	9	14	1	2239	0,46	4286	0,44	
2014-06-18T14:00:06	0	1024	12744	279,85	2	486992	34,46	3	255	1106,42			0,25	8	85	85	0	0	84	0,4	1948	123	3767	6,77	4	21	1,89	8	580	-51	12	-67	-36	3	24	102	1,39	1,7	30	39	44	29	16	13	20	14	1	3767	0,77	8887	0,92	
2014-06-18T15:00:06	0	1024	16383	280,9	2	487024	34,52	3	255	1136,85			0,25	8	85	85	0	0	86	0,4	1948	123	2358	6,51	4	19	2,52	5	344,58	-57	15	-67	-48	5	25	8	1	1,9	25	29	18	29	12	11	9	14	1	2358	0,48	4481	0,46	
2014-06-18T16:03:06	0	1024	16383	279,96	2	487072	34,32	3	255	1081,08			0,25	8	85	85	0	0	86	0,4	1948	122	3661	6,78	4	16	1,82	8	641,11	-51	13	-67	-36	4	26	97	1,47	1,69	30	40	40	27	17	13	19	14	1	3661	0,75	9138	0,94	
2014-06-18T17:00:06	0	1024	14687	277,66	2	487088	34,06	3	255	1043,93			0,25	8	85	85	0	0	81	0,4	1948	122	3777	6,86	4	19	1,86	8	642,67	-51	13	-67	-36	4	28	97	1,48	1,7	30	27	42	25	18	13	18	15	1	3777	0,78	9451	0,97	
2014-06-18T18:00:06	0	1024	10024	277,14	2	487112	33,96	3	255	1063,61			0,25	8	85	85	0	0	82	0,4	1948	121	3881	6,83	4	22	2,16	8	686,06	-50	14	-66	-35	8	28	96	1,01	1,66	27	25	48	27	17	13	20	14	1	3881	0,8	6522	0,67	
2014-06-18T19:00:06	0	1024	11429	277,04	2	487120	33,85	3	255	1034,05			0,25	8	85	85	0	0	80	0,4	1948	121	4107	7,13	4	46	5,4	8	652,67	-50	14	-65	-35	9	29	86	1	1,62	35	21	46	34	20	12	17	13	1	4107	0,84	6682	0,69	
2014-06-18T20:00:06	0	1024	11952	278,55	2	487112	33,98	3	255	1054,63			0,25	8	85	85	0	0	84	0,4	1948	120	3908	6,82	4	18	1,66	8	651,98	-50	15	-66	-34	10	31	92	1,02	1,66	41	20	48	36	21	12	21	15	1	3908	0,8	6604	0,68	
2014-06-18T21:00:30	0	1024	16383	279,01	2	487088	34,09	3	255	1055,32			0,25	8	85	85	0	0	63	0,4	1948	120	4115	6,99	4	52	5,15	8	614,83	-50	16	-65	-35	10	35	90	1,1	1,63	30	23	47	38	19	12	20	14	1	4115	0,84	7362	0,76	
2014-06-18T22:00:06	0	1024	12882	278,36	2	487072	34,16	3	255	1060,53			0,25	8	85	85	0	0	70	0,4	1948	119	2673	6,7	4	25	3,08	7	434,86	-55	20	-64	-45	11	35	8	1,01	1,61	60	29	24	31	17	13	9	14	1	2673	0,55	4367	0,45	
2014-06-18T23:00:06	0	1024	12756	277,57	2	487024	34,01	3	255	1037,45			0,25	8	85	85	0	0	74	0,4	1948	119	4014	6,72	4	32	2,46	7	675,94	-50	18	-64	-35	12	35	81	1,02	1,57	32	23	43	54	20	12	19	14	1	4014	0,82	6425	0,66	
2014-06-19T00:00:06	0	1024	11915	277,34	2	486984	33,9	3	255	1007,59			0,25	8	85	85	0	0	68	0,4	1948	118	3796	6,66	4	20	1,31	7	686,71	-50	18	-64	-35	12	35	81	1,01	1,58	35	23	37	49	20	12	16	15	1	3796	0,78	6041	0,62	
2014-06-19T01:00:06	0	1024	14186	278,43	2	486896	34,05	4	255	1034,35			0,25	8	85	85	0	0	75	0,4	1948	117	3787	6,78	4	25	2,18	8	684,67	-50	19	-64	-35	14	38	82	1,02	1,57	32	26	36	37	20	13	17	15	1	3787	0,78	6089	0,63	
2014-06-19T02:09:06	0	1024	12688	276,91	2	486872	33,99	4	255	1006,44			0,25	8	85	85	0	0	82	0,4	1947	117	2388	6,59	4	29	2,57	7	393	-56	23	-64	-45	15	38	11	1,01	1,43	37	27	23	48	16	14	9	17	1	2388	0,49	3453	0,36	
2014-06-19T03:00:06	0	1024	12550	277,03	2	486816	33,92	4	255	1002,64			0,25	8	85	85	0	0	79	0,4	1947	116	2512	6,65	4	25	2,48	7	445,14	-55	23	-66	-44	15	38	12	1,01	1,72	30	33	28	50	17	14	8	18	1	2512	0,52	4339	0,45	
2014-06-19T04:00:06	0	1024	13482	280,05	2	486760	34,09	4	255	1048,32			0,25	8	85	85	0	0	70	0,4	1947	116	2531	6,64	4	30	2,86	6	400,66	-55	24	-66	-45	18	38	52	1,01	1,44	32	36	30	55	16	13	10	19	1	2531	0,52	3695	0,38	
2014-06-19T05:00:06	0	1024	12134	277,9	2	486704	33,85	4	255	1007,84			0,25	8	85	85	0	0	64	0,4	1947	115	2538	6,45	4	11	1,03	6	391,1	-54	24	-66	-45	16	39	10	1,02	1,44	29	32	42	43	16	15	9	19	1	2538	0,52	3735	0,38	
2014-06-19T06:00:06	0	1024	12707	276,08	2	486688	33,67	4	255	974,75			0,25	8	85	85	0	0	85	0,4	1947	115	2563	6,49	4	14	1,19	6	409,35	-54	25	-65	-44	16	39	12	1,01	1,42	32	27	28	47	16	14	8	20	1	2563	0,53	3673	0,38	
2014-06-19T07:00:06	0	1024	12551	276,05	2	486688	33,62	4	255	956,74			0,25	8	85	85	0	0	73	0,4	1947	114	2555	6,62	5	15	1,3	6	470,4	-54	26	-64	-44	17	40	11	1,01	1,34	39	36	26	47	15	15	8	19	1	2555	0,52	3484	0,36	
2014-06-19T08:00:06	0	1024	12788	275,38	2	486688	33,37	4	255	942,18			0,25	8	85	85	0	0	81	0,4	1947	114	2807	6,7	4	15	1,12	6	510,06	-54	26	-65	-43	17	40	12	1,01	1,39	52	31	15	76	15	15	7	21	1	2807	0,58	3948	0,41	
2014-06-19T09:00:06	0	1024	16383	276,9	2	486688	33,51	4	255	948,49			0,25	8	85	85	0	0	85	0,4	1947	113	3450	6,85	5	10	0,94	6	724,51	-50	24	-64	-35	19	43	68	1,02	1,47	52	26	26	50	19	14	14	19	1	3450	0,71	5167	0,53	
2014-06-19T10:00:06	0	1024	12394	276,78	2	486704	33,46	4	255	954,63			0,25	8	85	85	0	0	88	0,4	1947	112	2596	6,7	4	9	0,93	6	497,81	-54	28	-64	-43	19	45	9	1,05	1,32	43	33	39	57	15	15	8	20	1	2596	0,53	3589	0,37	
2014-06-19T11:00:06	1	1024	13861	276,39	2	486736	33,35	4	255	941,86			0,25	8	85	85	0	0	90	0,4	1947	112	1991	7,37	5	10	0,68	8	752,75	25	-28	17	31	-41	-17	-28	1,23	1,25	38	22	39	26	25	17	20	15	2	5554	1,14	8451	0,87	
2014-06-19T12:00:06	0	1024	12123	274,91	2	486784	33,23	4	255	905,8			0,25	8	85	85	0	0	94	0,4	1947	111	2945	7,23	5	21	1,83	7	650,18	-52	28	-64	-36	19	44	66	1,02	1,46	22	39	81	47	14	15	15	20	1	2945	0,6	4412	0,45	
2014-06-19T13:00:06	0	1024	14378	273,98	2	486856	32,94	4	255	882,52			0,25	8	85	85	0	0	121	0,4	1947	111	2287	6,95	5	9	0,73	7	532,98	-54	29	-63	-43	20	46	11	1,04	1,29	22	37	17	48	12	14	8	20	1	2287	0,47	3063	0,32	
2014-06-19T14:00:06	0	1024	13013	272,7	2	486880	32,78	4	255	864,16			0,25	8	85	85	0	0	106	0,4	1948																										0	0	0	0	0	
2014-06-19T15:00:06	0	1024	12946	272,04	2	486896	32,66	4	255	870,66			0,25	8	85	85	0	0	98	0,4	1948	110	1997	6,94	4	10	0,94	7	442,36	-56	31	-63	-49	21	42	20	1	1,36	21	38	37	61	10	13	11	19	1	1997	0,41	2737	0,28	
2014-06-19T16:00:06	0	1024	13893	271,68	2	486984	32,49	4	255	860,75			0,25	8	85	85	0	0	119	0,4	1948	109	1980	7,01	4	32	1,66	7	393,79	-56	32	-62	-49	23	53	7	1,14	1,4	71	42	30	39	14	12	11	18	1	1980	0,41	3153	0,32	
2014-06-19T17:00:06	0	1024	12855	270,85	2	486992	32,36	4	255	841,19			0,25	8	85	85	0	0	119	0,4	1948																										0	0	0	0	0	
2014-06-19T18:00:06	0	1024	16383	272,57	2	487032	32,5	4	255	884,2			0,25	8	85	85	0	0	106	0,4	1948																										0	0	0	0	0	
2014-06-19T19:00:06	0	1024	13919	274,01	2	487048	32,62	4	255	857,08			0,25	8	85	85	0	0	100	0,4	1948																										0	0	0	0	0	
2014-06-19T20:00:07	0	1024	16133	171,07	1,23	487032	32,95	4	255	900,32			0,25	8	85	85	0	0	115	0,4	1948																										0	0	0	0	0	
2014-06-19T21:00:30	0	1024	14405	275,39	2	487000	32,8	4	255	896,43			0,25	8	85	85	0	0	95	0,4	1948	106	3129	6,98	5	24	1,69	7	605,61	-50	28	-61	-33	26	51	79	1,08	1,51	26	17	48	31	15	10	20	19	1	3129	0,64	5130	0,53	
2014-06-19T22:00:06	0	1024	12573	274,11	2	486984	32,58	4	255	870,66			0,25	8	85	85	0	0	96	0,4	1948	106	3207	6,91	5	23	1,35	6	547,33	-50	29	-61	-34	26	52	78	1,09	1,51	27	17	50	31	16	11	20	19	1	3207	0,66	5305	0,55	
2014-06-19T23:00:06	0	1024	13808	273,44	2	486896	32,48	4	255	852,12			0,25	8	85	85	0	0	85	0,4	1948	105	2147	7,04	5	19	1,78	6	379,1	-56	35	-63	-47	26	52	14	1,04	1,41	67	64	29	57	14	14	12	24	1	2147	0,44	3159	0,33	
2014-06-20T00:00:06	0	1024	14022	272,62	2	486880	32,42	4	255	866,72			0,25	8	85	85	0	0	88	0,4	1948	105	3257	7,04	5	25	2,06	6	562,2	-51	30	-61	-34	26	53	76	1,1	1,5	26	25	49	43	15	12	21	20	1	3257	0,67	5366	0,55	
2014-06-20T01:00:06	0	1024	16168	271,55	2	486848	32,28	4	255	853,95			0,25	8	85	85	0	0	95	0,4	1947	104	2846	6,92	5	11	0,86	7	582,58	-51	31	-62	-35	27	54	11	1,11	1,5	60	21	39	47	16	12	19	21	1	2846	0,58	4736	0,49	
2014-06-20T02:00:06	0	1024	14658	271,25	2	486768	32,23	4	255	849,96			0,25	8	85	85	0	0	74	0,4	1947	104	2045	6,97	5	12	0,92	7	400,66	-55	35	-63	-46	28	54	14	1,06	1,54	68	56	42	56	13	12	10	24	1	2045	0,42	3338	0,34	
2014-06-20T03:00:06	0	1024	12707	270,61	2	486704	32,12	3	255	838,46			0,25	8	85	85	0	0	91	0,4	1947	103	2078	7,06	5	10	0,71	7	448,26	-55	35	-61	-46	28	58	8	1,21	1,74	58	72	44	56	17	13	10	22	1	2078	0,43	4360	0,45	
2014-06-20T04:00:18	0	1024	13268	270,66	2	486688	32	3	255	821,54			0,25	7	85	85	0	0	43	0,4	1947																										0	0	0	0	0	
2014-06-20T05:00:07	0	1024	16212	161,36	1,19	486656	32,06	3	255	834,72			0,25	8	85	85	0	0	110	0,4	1947	102	2009	7,25	5	15	0,95	7	472,16	-54	36	-61	-45	30	57	10	1,16	1,53	54	36	42	56	15	12	10	21	1	2009	0,41	3580	0,37	
2014-06-20T06:00:06	0	1024	12563	267,71	2	486648	31,83	3	255	797,55			0,25	7	85	85	0	0	65	0,4	1947																										0	0	0	0	0	
2014-06-20T07:00:06	0	1024	12495	267,55	2	486640	31,8	3	255	809,86			0,25	7	85	85	0	0	64	0,4	1947																										0	0	0	0	0	
2014-06-20T08:00:06	0	1024	13235	266,94	2	486640	31,62	3	255	788,67			0,25	7	85	85	0	0	54	0,4	1947																										0	0	0	0	0	
2014-06-20T09:00:08	0	1024	14396	113,48	0,85	486648	31,66	3	255	792,18			0,25	7	85	85	0	0	71	0,4	1947																										0	0	0	0	0	
2014-06-20T10:00:06	0	1024	12690	268,48	2	486656	31,72	3	255	837,5			0,25	7	85	85	0	0	68	0,4	1947																										0	0	0	0	0	
2014-06-20T11:00:06	0	1024	15615	270,54	2	486672	31,96	3	255	876,36			0,25	7	85	85	0	0	62	0,4	1947																										0	0	0	0	0	
2014-06-20T12:00:42	0	1024	16311	267,8	2	486696	31,45	3	255	813,67			0,25	7	85	85	0	0	58	0,4	1947																										0	0	0	0	0	
2014-06-20T13:00:06	0	1024	16266	267,85	2	486736	31,67	3	255	827,14			0,25	7	85	85	0	0	60	0,4	1947																										0	0	0	0	0	
2014-06-20T14:00:06	0	1024	8601	267,55	2	486792	31,64	3	255	804,25			0,25	7	85	85	0	0	68	0,4	1947																										0	0	0	0	0	
2014-06-20T15:00:06	0	1024	8082	269,25	2	486864	32,14	3	255	844,13			0,25	8	85	85	0	0	75	0,4	1947	97	2658	6,96	4	12	1,22	8	827,56	27	-16	18	34	-31	-3	-32	1,13	1,12	28	48	35	57	19	10	18	16	1	2658	0,55	3352	0,35	
2014-06-20T16:00:06	0	1024	7728	269,21	2	486880	31,9	3	255	850,6			0,25	7	85	85	0	0	59	0,4	1948																										0	0	0	0	0	
2014-06-20T17:00:06	0	1024	15994	268,77	2	486896	31,85	3	255	827,89			0,25	7	85	85	0	0	40	0,4	1948																										0	0	0	0	0	
2014-06-20T18:00:06	0	1024	15266	265,98	2	486912	31,35	3	255	779,04			0,25	7	85	85	0	0	43	0,4	1948																										0	0	0	0	0	
2014-06-20T19:00:06	0	1024	15120	266,86	2	486928	31,43	3	255	800,44			0,25	7	85	85	0	0	50	0,4	1948																										0	0	0	0	0	
2014-06-20T20:00:06	0	1024	11951	267,8	2	486912	31,78	3	255	858,52			0,25	7	85	85	0	0	34	0,4	1948																										0	0	0	0	0	
2014-06-20T21:00:30	0	1024	12142	267,06	2	486896	31,65	3	255	846,13			0,25	7	85	85	0	0	51	0,4	1948																										0	0	0	0	0	
2014-06-20T22:00:06	0	1024	11249	267,09	2	486888	31,59	3	255	827,67			0,25	7	85	85	0	0	60	0,4	1948																										0	0	0	0	0	
2014-06-20T23:00:06	0	1024	9832	269,42	2	486872	31,82	3	255	872,98			0,25	7	85	85	0	0	53	0,4	1947																										0	0	0	0	0	
2014-06-21T00:00:06	0	1024	10047	271,07	2	486792	31,97	3	255	917,12			0,25	7	85	85	0	0	56	0,4	1947																										0	0	0	0	0	
2014-06-21T01:00:06	0	1024	14955	271,64	2	486728	32,13	3	255	951,09			0,25	8	85	85	0	0	99	0,4	1947	91	2106	7,01	4	9	1,09	8	481,87	31	-22	27	34	-31	-13	-2	1,08	1,02	34	17	27	33	16	10	11	18	1	2106	0,43	2318	0,24	
2014-06-21T02:00:06	0	1024	8193	271,18	2	486688	31,98	3	255	916,12			0,25	7	85	85	0	0	67	0,4	1947																										0	0	0	0	0	
2014-06-21T03:00:06	0	1024	10756	271,88	2	486656	32	3	255	894,25			0,25	8	85	85	0	0	99	0,4	1947	90	2628	6,76	4	10	1,38	8	542,68	31	-20	26	35	-30	-11	-6	1,08	1,07	78	16	33	26	19	10	13	17	1	2628	0,54	3031	0,31	
2014-06-21T04:00:06	0	1024	15815	272,02	2	486640	31,88	3	255	887,65			0,25	7	85	85	0	0	70	0,4	1947																										0	0	0	0	0	
2014-06-21T05:00:06	0	1024	13727	271,68	2	486592	31,91	4	255	879,01			0,25	7	85	85	0	0	46	0,4	1946																										0	0	0	0	0	
2014-06-21T06:00:06	0	1024	12175	271,39	2	486568	31,82	3	255	866,78			0,25	7	85	85	0	0	54	0,4	1946																										0	0	0	0	0	
2014-06-21T07:00:06	0	1024	8980	273,57	2	486552	32,05	4	255	893,35			0,25	8	85	85	0	0	93	0,4	1946																										0	0	0	0	0	
2014-06-21T08:00:06	0	1024	9012	275,01	2	486544	32,27	4	255	930,22			0,25	8	85	85	0	0	89	0,4	1946	87	2661	7,51	5	10	0,43	8	719,58	31	16	21	40	8	25	75	1,12	1,19	16	40	54	59	11	22	14	29	1	2661	0,55	3527	0,36	
2014-06-21T09:00:06	0	1024	8426	276,01	2	486568	32,45	4	255	978,63			0,25	8	85	85	0	0	96	0,4	1946	87	2659	7,32	5	10	0,59	8	589,07	30	17	23	37	9	26	29	1,13	1,18	21	55	58	43	12	19	16	26	1	2659	0,55	3542	0,37	
2014-06-21T10:00:06	0	1024	8654	274,58	2	486576	32,22	4	255	936,68			0,25	8	85	85	0	0	85	0,4	1946	86	3401	6,98	5	11	0,82	7	666,42	30	18	23	39	10	26	30	1,14	1,19	31	53	89	44	12	19	19	23	1	3401	0,7	4607	0,47	
2014-06-21T11:00:06	0	1024	13131	273,43	2	486632	32,13	3	255	933,07			0,25	8	85	85	0	0	84	0,4	1947	86	4429	7	4	25	1,84	8	739,39	29	19	21	39	11	27	108	1,04	1,1	32	48	85	64	13	21	20	31	1	4429	0,91	5059	0,52	
2014-06-21T12:00:06	0	1024	12157	273,07	2	486648	32,02	4	255	913,55			0,25	8	85	85	0	0	90	0,4	1947	85	4500	6,92	4	22	1,66	8	680,61	29	20	21	40	12	28	107	1,03	1,11	23	47	73	74	13	21	16	32	1	4500	0,92	5141	0,53	
2014-06-21T13:00:06	0	1024	10094	273,59	2	486680	32,24	4	255	916,76			0,25	8	85	85	0	0	96	0,4	1947	84	4852	7,25	4	18	3,23	8	641,01	28	21	21	39	13	29	107	1,03	1,1	48	45	74	76	15	23	18	33	1	4852	1	5520	0,57	
2014-06-21T14:03:06	0	1024	16383	273,27	2	486704	32,35	4	255	924,93			0,25	8	85	85	0	0	71	0,4	1947	84	4472	6,8	4	24	2,51	7	687,78	29	22	22	40	14	29	105	1,03	1,12	47	40	85	65	14	22	17	33	1	4472	0,92	5166	0,53	
2014-06-21T15:00:06	0	1024	12234	272,36	2	486760	32,21	3	255	904,22			0,25	8	85	85	0	0	74	0,4	1947	83	4664	6,84	4	23	2,62	7	550,64	28	22	22	39	15	30	103	1,04	1,12	53	36	87	70	15	22	18	33	1	4664	0,96	5434	0,56	
2014-06-21T16:00:06	0	1024	15986	271,67	2	486816	32,09	4	255	892,38			0,25	8	85	85	0	0	79	0,4	1947	83	4184	6,54	4	14	1,57	6	528,5	28	22	22	39	15	28	108	1,02	1,1	57	34	89	53	14	21	19	33	1	4184	0,86	4693	0,48	
2014-06-21T17:00:06	0	1024	16175	270,4	2	486856	31,94	4	255	887,29			0,25	7	85	85	0	0	46	0,4	1947	82	3052	5,89	4	13	0,82	6	485,67	28	23	22	38	16	28	102	1,03	1,11	79	36	80	59	14	21	18	33	1	3052	0,63	3510	0,36	
2014-06-21T18:00:06	0	1024	13215	268,72	2	486872	31,74	4	255	864,48			0,25	7	85	85	0	0	46	0,4	1947	82	2989	5,86	4	8	0,81	6	474,46	28	23	22	38	17	29	102	1,03	1,12	91	34	106	67	14	20	21	34	1	2989	0,61	3444	0,35	
2014-06-21T19:00:06	0	1024	10350	269,86	2	486872	31,91	3	255	895,3			0,25	7	85	85	0	0	40	0,4	1947	81	3005	5,84	4	10	0,84	5	504,6	28	24	22	38	17	29	101	1,03	1,13	112	33	118	61	15	19	22	35	1	3005	0,62	3497	0,36	
